Business_Name,Category,City,Locality,Address,Latitude,Longitude,Website,Phone,Rating,Opening_Hours,Parking,Delivery,Status,Has_Website,Opportunity_Flag,Rating_Band
Dhanbad Supermarket 1291,Supermarket,Dhanbad,Kokar,"Kokar, Dhanbad, Jharkhand",24.800332,84.167333,https://www.dhanbadsupermarket1291.com,+91-9536067895,4.0,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Restaurant 1292,Restaurant,Dumka,Station Road,"Station Road, Dumka, Jharkhand",22.571262,86.510626,https://www.dumkarestaurant1292.com,+91-9830661470,3.6,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Ranchi Bank 1293,Bank,Ranchi,Kokar,"Kokar, Ranchi, Jharkhand",23.742683,84.572678,https://www.ranchibank1293.com,+91-9502562927,3.8,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Jamshedpur Salon 1294,Salon,Jamshedpur,Sakchi,"Sakchi, Jamshedpur, Jharkhand",22.908896,83.324161,https://www.jamshedpursalon1294.com,+91-9852297344,4.2,7AM-9PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Salon 1295,Salon,Ranchi,Bistupur,"Bistupur, Ranchi, Jharkhand",22.066015,85.149794,https://www.ranchisalon1295.com,+91-9193231525,4.2,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Bank 1296,Bank,Medininagar,Market Area,"Market Area, Medininagar, Jharkhand",23.760826,85.077118,https://www.medininagarbank1296.com,+91-9446681717,4.0,9AM-8PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Restaurant 1297,Restaurant,Deoghar,Harmu,"Harmu, Deoghar, Jharkhand",24.53815,86.32334,https://www.deogharrestaurant1297.com,+91-9643629617,4.2,9AM-8PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Jamshedpur College 1298,College,Jamshedpur,Bus Stand,"Bus Stand, Jamshedpur, Jharkhand",23.706983,85.992866,https://www.jamshedpurcollege1298.com,+91-9627313543,3.8,8AM-10PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Pakur Hardware 1299,Hardware,Pakur,Station Road,"Station Road, Pakur, Jharkhand",24.010422,87.074259,https://www.pakurhardware1299.com,+91-9182485548,3.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dumka Cafe 1300,Cafe,Dumka,Civil Lines,"Civil Lines, Dumka, Jharkhand",22.620268,86.662262,https://www.dumkacafe1300.com,+91-9726603312,4.8,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Bakery 1301,Bakery,Deoghar,Civil Lines,"Civil Lines, Deoghar, Jharkhand",24.171069,86.98669,https://www.deogharbakery1301.com,+91-9704270502,3.5,9AM-8PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Clinic 1302,Clinic,Bokaro,Bistupur,"Bistupur, Bokaro, Jharkhand",23.370974,84.315609,https://www.bokaroclinic1302.com,+91-9698376516,4.6,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Simdega Bank 1303,Bank,Simdega,Market Area,"Market Area, Simdega, Jharkhand",24.669849,86.702132,https://www.simdegabank1303.com,+91-9229934440,3.5,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Gumla Office 1304,Office,Gumla,MG Road,"MG Road, Gumla, Jharkhand",23.622105,85.111519,https://www.gumlaoffice1304.com,+91-9948254067,4.5,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Electronics 1305,Electronics,Deoghar,Bus Stand,"Bus Stand, Deoghar, Jharkhand",22.349644,86.005896,https://www.deogharelectronics1305.com,+91-9112019056,4.1,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Gym 1306,Gym,Ranchi,Bus Stand,"Bus Stand, Ranchi, Jharkhand",24.591154,83.748247,https://www.ranchigym1306.com,+91-9361645266,4.8,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ramgarh Salon 1307,Salon,Ramgarh,Station Road,"Station Road, Ramgarh, Jharkhand",22.467254,85.41213,https://www.ramgarhsalon1307.com,+91-9773268117,4.3,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dhanbad Supermarket 1308,Supermarket,Dhanbad,Sakchi,"Sakchi, Dhanbad, Jharkhand",23.490154,87.149447,https://www.dhanbadsupermarket1308.com,+91-9707906889,3.7,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Pakur Cafe 1309,Cafe,Pakur,Main Road,"Main Road, Pakur, Jharkhand",24.562006,86.322528,https://www.pakurcafe1309.com,+91-9129705325,3.8,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar Supermarket 1310,Supermarket,Latehar,Harmu,"Harmu, Latehar, Jharkhand",24.798164,85.238189,https://www.lateharsupermarket1310.com,+91-9536510229,4.5,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Hotel 1311,Hotel,Pakur,Harmu,"Harmu, Pakur, Jharkhand",22.042742,83.465336,https://www.pakurhotel1311.com,+91-9191099113,4.6,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Jewelry 1312,Jewelry,Sahibganj,Kanke,"Kanke, Sahibganj, Jharkhand",24.370434,86.868443,https://www.sahibganjjewelry1312.com,+91-9425877298,4.8,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla Hospital 1313,Hospital,Gumla,Kanke,"Kanke, Gumla, Jharkhand",23.765614,85.844035,https://www.gumlahospital1313.com,+91-9716315043,3.7,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Chaibasa College 1314,College,Chaibasa,Bus Stand,"Bus Stand, Chaibasa, Jharkhand",24.574255,85.577735,https://www.chaibasacollege1314.com,+91-9344643732,4.0,8AM-10PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Simdega Hardware 1315,Hardware,Simdega,Kanke,"Kanke, Simdega, Jharkhand",23.184618,84.255641,https://www.simdegahardware1315.com,+91-9555103445,4.5,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Khunti Office 1316,Office,Khunti,Kokar,"Kokar, Khunti, Jharkhand",23.578328,84.48457,https://www.khuntioffice1316.com,+91-9956878875,4.2,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Ramgarh Clothing 1317,Clothing,Ramgarh,Harmu,"Harmu, Ramgarh, Jharkhand",24.319835,86.521557,https://www.ramgarhclothing1317.com,+91-9296578324,4.8,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Lohardaga Jewelry 1318,Jewelry,Lohardaga,Sakchi,"Sakchi, Lohardaga, Jharkhand",23.562226,83.78536,https://www.lohardagajewelry1318.com,+91-9750670105,3.6,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar Jewelry 1319,Jewelry,Latehar,Sakchi,"Sakchi, Latehar, Jharkhand",24.754253,85.402577,https://www.lateharjewelry1319.com,+91-9981711944,3.9,8AM-10PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar College 1320,College,Latehar,Harmu,"Harmu, Latehar, Jharkhand",22.274238,84.948689,https://www.lateharcollege1320.com,+91-9436233641,3.7,24 Hours,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Jewelry 1321,Jewelry,Bokaro,Adityapur,"Adityapur, Bokaro, Jharkhand",23.555668,83.709688,https://www.bokarojewelry1321.com,+91-9202961772,4.9,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar Grocery Store 1322,Grocery Store,Medininagar,Harmu,"Harmu, Medininagar, Jharkhand",24.108716,84.336752,https://www.medininagargrocerystore1322.com,+91-9358428472,3.8,24 Hours,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Ranchi Supermarket 1323,Supermarket,Ranchi,Adityapur,"Adityapur, Ranchi, Jharkhand",23.70236,86.249405,https://www.ranchisupermarket1323.com,+91-9284514302,4.7,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Lohardaga Hotel 1324,Hotel,Lohardaga,Kokar,"Kokar, Lohardaga, Jharkhand",23.792397,87.096344,https://www.lohardagahotel1324.com,+91-9969248053,4.2,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh School 1325,School,Hazaribagh,Civil Lines,"Civil Lines, Hazaribagh, Jharkhand",24.702877,84.317883,https://www.hazaribaghschool1325.com,+91-9103402003,3.9,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dhanbad Grocery Store 1326,Grocery Store,Dhanbad,Bistupur,"Bistupur, Dhanbad, Jharkhand",24.087275,84.97011,https://www.dhanbadgrocerystore1326.com,+91-9893671719,4.8,7AM-9PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Office 1327,Office,Latehar,Bistupur,"Bistupur, Latehar, Jharkhand",24.318763,85.295742,https://www.lateharoffice1327.com,+91-9445830787,3.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dhanbad Supermarket 1328,Supermarket,Dhanbad,Harmu,"Harmu, Dhanbad, Jharkhand",24.460819,85.933114,https://www.dhanbadsupermarket1328.com,+91-9280798420,4.7,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Clothing 1329,Clothing,Dumka,Market Area,"Market Area, Dumka, Jharkhand",23.088332,86.710922,https://www.dumkaclothing1329.com,+91-9126066135,4.5,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Khunti Hospital 1330,Hospital,Khunti,MG Road,"MG Road, Khunti, Jharkhand",23.092913,85.16383,https://www.khuntihospital1330.com,+91-9877580735,4.2,9AM-8PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Jewelry 1331,Jewelry,Khunti,Bus Stand,"Bus Stand, Khunti, Jharkhand",23.385592,83.874167,https://www.khuntijewelry1331.com,+91-9728670022,4.5,8AM-10PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Giridih Cafe 1332,Cafe,Giridih,Station Road,"Station Road, Giridih, Jharkhand",24.071314,83.835015,https://www.giridihcafe1332.com,+91-9760834357,4.5,7AM-9PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Supermarket 1333,Supermarket,Dumka,Civil Lines,"Civil Lines, Dumka, Jharkhand",24.525501,84.314054,https://www.dumkasupermarket1333.com,+91-9299737529,3.8,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Lohardaga Cafe 1334,Cafe,Lohardaga,Kanke,"Kanke, Lohardaga, Jharkhand",24.299302,86.687312,https://www.lohardagacafe1334.com,+91-9895744627,3.8,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Chatra Electronics 1335,Electronics,Chatra,Kokar,"Kokar, Chatra, Jharkhand",22.181142,86.291345,https://www.chatraelectronics1335.com,+91-9388883932,4.7,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Bakery 1336,Bakery,Deoghar,Adityapur,"Adityapur, Deoghar, Jharkhand",24.74645,84.182586,https://www.deogharbakery1336.com,+91-9109391475,4.0,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Supermarket 1337,Supermarket,Hazaribagh,Main Road,"Main Road, Hazaribagh, Jharkhand",23.357201,86.586148,https://www.hazaribaghsupermarket1337.com,+91-9359765594,4.8,24 Hours,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Bakery 1338,Bakery,Bokaro,Kokar,"Kokar, Bokaro, Jharkhand",22.694644,85.760544,https://www.bokarobakery1338.com,+91-9910152831,3.6,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Godda Salon 1339,Salon,Godda,Adityapur,"Adityapur, Godda, Jharkhand",23.574407,84.815594,https://www.goddasalon1339.com,+91-9663768984,4.2,24 Hours,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur Gym 1340,Gym,Pakur,Civil Lines,"Civil Lines, Pakur, Jharkhand",23.459458,85.198907,https://www.pakurgym1340.com,+91-9964189002,3.6,24 Hours,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Godda ATM 1341,ATM,Godda,Bistupur,"Bistupur, Godda, Jharkhand",22.848554,83.295503,https://www.goddaatm1341.com,+91-9623150202,3.8,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Deoghar Hospital 1342,Hospital,Deoghar,Kanke,"Kanke, Deoghar, Jharkhand",24.331282,84.785443,https://www.deogharhospital1342.com,+91-9252809923,3.5,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Khunti Fuel Station 1343,Fuel Station,Khunti,Market Area,"Market Area, Khunti, Jharkhand",23.339898,84.8632,https://www.khuntifuelstation1343.com,+91-9155132620,3.9,7AM-9PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Sahibganj Mobile Store 1344,Mobile Store,Sahibganj,Bistupur,"Bistupur, Sahibganj, Jharkhand",24.61114,86.688452,https://www.sahibganjmobilestore1344.com,+91-9183884443,4.4,9AM-8PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Mobile Store 1345,Mobile Store,Medininagar,Market Area,"Market Area, Medininagar, Jharkhand",22.881025,85.22687,https://www.medininagarmobilestore1345.com,+91-9111871482,5.0,24 Hours,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma Electronics 1346,Electronics,Koderma,Adityapur,"Adityapur, Koderma, Jharkhand",23.063799,84.993435,https://www.kodermaelectronics1346.com,+91-9458673718,4.7,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Lohardaga Gym 1347,Gym,Lohardaga,Station Road,"Station Road, Lohardaga, Jharkhand",24.600599,86.23397,https://www.lohardagagym1347.com,+91-9565368486,4.6,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Office 1348,Office,Sahibganj,Kokar,"Kokar, Sahibganj, Jharkhand",24.117631,84.268423,https://www.sahibganjoffice1348.com,+91-9252698152,4.6,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Cafe 1349,Cafe,Jamshedpur,Bus Stand,"Bus Stand, Jamshedpur, Jharkhand",21.986344,83.731768,https://www.jamshedpurcafe1349.com,+91-9549227674,4.4,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Dhanbad Restaurant 1350,Restaurant,Dhanbad,Civil Lines,"Civil Lines, Dhanbad, Jharkhand",24.526522,84.262031,https://www.dhanbadrestaurant1350.com,+91-9618257139,4.7,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Hotel 1351,Hotel,Sahibganj,Upper Bazar,"Upper Bazar, Sahibganj, Jharkhand",24.648216,85.667193,https://www.sahibganjhotel1351.com,+91-9499556921,4.8,24 Hours,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Lohardaga Supermarket 1352,Supermarket,Lohardaga,Adityapur,"Adityapur, Lohardaga, Jharkhand",23.997804,86.424756,https://www.lohardagasupermarket1352.com,+91-9935689082,4.8,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Gym 1353,Gym,Dumka,Sakchi,"Sakchi, Dumka, Jharkhand",24.868283,87.165252,https://www.dumkagym1353.com,+91-9155068529,4.9,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Clothing 1354,Clothing,Sahibganj,Civil Lines,"Civil Lines, Sahibganj, Jharkhand",24.728155,85.989527,https://www.sahibganjclothing1354.com,+91-9643145488,4.0,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Hotel 1355,Hotel,Giridih,Civil Lines,"Civil Lines, Giridih, Jharkhand",23.819174,86.993966,https://www.giridihhotel1355.com,+91-9811764494,3.6,9AM-8PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Latehar ATM 1356,ATM,Latehar,Main Road,"Main Road, Latehar, Jharkhand",22.951358,84.68152,https://www.lateharatm1356.com,+91-9430720440,3.9,8AM-10PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Giridih Furniture 1357,Furniture,Giridih,Harmu,"Harmu, Giridih, Jharkhand",24.363589,84.544445,https://www.giridihfurniture1357.com,+91-9742078459,4.0,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Restaurant 1358,Restaurant,Deoghar,Adityapur,"Adityapur, Deoghar, Jharkhand",23.235628,86.786325,https://www.deogharrestaurant1358.com,+91-9952110109,4.7,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Cafe 1359,Cafe,Deoghar,Bus Stand,"Bus Stand, Deoghar, Jharkhand",24.901103,84.667068,https://www.deogharcafe1359.com,+91-9836223645,4.9,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Hardware 1360,Hardware,Bokaro,Main Road,"Main Road, Bokaro, Jharkhand",24.938947,83.529383,https://www.bokarohardware1360.com,+91-9142427534,4.4,8AM-10PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Lohardaga Jewelry 1361,Jewelry,Lohardaga,Bus Stand,"Bus Stand, Lohardaga, Jharkhand",23.796305,85.30435,https://www.lohardagajewelry1361.com,+91-9993140824,4.4,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Simdega College 1362,College,Simdega,Station Road,"Station Road, Simdega, Jharkhand",23.439247,84.095168,https://www.simdegacollege1362.com,+91-9404617363,3.5,8AM-10PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Mobile Store 1363,Mobile Store,Simdega,Bus Stand,"Bus Stand, Simdega, Jharkhand",22.83096,86.02263,https://www.simdegamobilestore1363.com,+91-9530671434,4.1,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Supermarket 1364,Supermarket,Deoghar,Main Road,"Main Road, Deoghar, Jharkhand",22.188359,85.550732,https://www.deogharsupermarket1364.com,+91-9226398892,3.7,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar Hardware 1365,Hardware,Medininagar,Harmu,"Harmu, Medininagar, Jharkhand",22.667762,85.126387,https://www.medininagarhardware1365.com,+91-9540105909,3.7,24 Hours,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Jamshedpur College 1366,College,Jamshedpur,MG Road,"MG Road, Jamshedpur, Jharkhand",22.419593,83.965954,https://www.jamshedpurcollege1366.com,+91-9170926399,3.6,9AM-8PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Godda Office 1367,Office,Godda,Upper Bazar,"Upper Bazar, Godda, Jharkhand",24.077425,84.494318,https://www.goddaoffice1367.com,+91-9242703781,4.7,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Bakery 1368,Bakery,Ranchi,Lower Bazar,"Lower Bazar, Ranchi, Jharkhand",24.29962,87.017158,https://www.ranchibakery1368.com,+91-9546462966,3.6,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar School 1369,School,Latehar,Bus Stand,"Bus Stand, Latehar, Jharkhand",24.671921,86.083138,https://www.lateharschool1369.com,+91-9548684706,3.6,24 Hours,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar Mobile Store 1370,Mobile Store,Medininagar,Main Road,"Main Road, Medininagar, Jharkhand",22.263792,86.286272,https://www.medininagarmobilestore1370.com,+91-9638027221,3.8,24 Hours,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Chatra Hospital 1371,Hospital,Chatra,Harmu,"Harmu, Chatra, Jharkhand",22.539983,86.278847,https://www.chatrahospital1371.com,+91-9885196340,4.7,24 Hours,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar Furniture 1372,Furniture,Medininagar,Main Road,"Main Road, Medininagar, Jharkhand",23.172009,85.708171,https://www.medininagarfurniture1372.com,+91-9950229884,3.6,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Giridih Hospital 1373,Hospital,Giridih,Sakchi,"Sakchi, Giridih, Jharkhand",22.744102,86.766053,https://www.giridihhospital1373.com,+91-9141565048,4.7,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Giridih Gym 1374,Gym,Giridih,Main Road,"Main Road, Giridih, Jharkhand",22.615403,86.486029,https://www.giridihgym1374.com,+91-9356602785,4.1,7AM-9PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Koderma Gym 1375,Gym,Koderma,Upper Bazar,"Upper Bazar, Koderma, Jharkhand",22.868612,85.60098,https://www.kodermagym1375.com,+91-9154970958,4.2,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Medininagar Clinic 1376,Clinic,Medininagar,Civil Lines,"Civil Lines, Medininagar, Jharkhand",23.58519,84.001028,https://www.medininagarclinic1376.com,+91-9835603384,4.1,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Chaibasa Supermarket 1377,Supermarket,Chaibasa,Civil Lines,"Civil Lines, Chaibasa, Jharkhand",23.922372,85.887243,https://www.chaibasasupermarket1377.com,+91-9546220954,3.7,8AM-10PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Gumla Furniture 1378,Furniture,Gumla,Kokar,"Kokar, Gumla, Jharkhand",23.596042,83.474359,https://www.gumlafurniture1378.com,+91-9267040531,4.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar Fuel Station 1379,Fuel Station,Medininagar,Station Road,"Station Road, Medininagar, Jharkhand",23.451389,86.540765,https://www.medininagarfuelstation1379.com,+91-9674013671,4.2,24 Hours,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Mobile Store 1380,Mobile Store,Hazaribagh,Bistupur,"Bistupur, Hazaribagh, Jharkhand",24.369806,85.381218,https://www.hazaribaghmobilestore1380.com,+91-9368731717,4.6,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Simdega Bakery 1381,Bakery,Simdega,Lower Bazar,"Lower Bazar, Simdega, Jharkhand",24.018589,83.976682,https://www.simdegabakery1381.com,+91-9913160098,4.4,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ramgarh Bank 1382,Bank,Ramgarh,Civil Lines,"Civil Lines, Ramgarh, Jharkhand",22.520431,85.749957,https://www.ramgarhbank1382.com,+91-9930499979,4.4,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Fuel Station 1383,Fuel Station,Godda,MG Road,"MG Road, Godda, Jharkhand",23.877582,83.996452,https://www.goddafuelstation1383.com,+91-9145059179,3.6,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Pakur Hardware 1384,Hardware,Pakur,Kokar,"Kokar, Pakur, Jharkhand",24.462557,87.078335,https://www.pakurhardware1384.com,+91-9597659232,3.6,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Gumla Salon 1385,Salon,Gumla,Adityapur,"Adityapur, Gumla, Jharkhand",24.127711,84.562813,https://www.gumlasalon1385.com,+91-9771031242,4.7,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka ATM 1386,ATM,Dumka,Main Road,"Main Road, Dumka, Jharkhand",24.525971,83.419652,https://www.dumkaatm1386.com,+91-9422342791,4.5,24 Hours,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur Hardware 1387,Hardware,Pakur,Station Road,"Station Road, Pakur, Jharkhand",24.875389,84.655141,https://www.pakurhardware1387.com,+91-9635031641,4.0,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Dhanbad Bakery 1388,Bakery,Dhanbad,Lower Bazar,"Lower Bazar, Dhanbad, Jharkhand",22.362274,85.299817,https://www.dhanbadbakery1388.com,+91-9743757550,4.8,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Hazaribagh Grocery Store 1389,Grocery Store,Hazaribagh,Harmu,"Harmu, Hazaribagh, Jharkhand",22.586931,86.401486,https://www.hazaribaghgrocerystore1389.com,+91-9348592047,3.6,7AM-9PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Dumka Office 1390,Office,Dumka,Station Road,"Station Road, Dumka, Jharkhand",24.635977,86.209208,https://www.dumkaoffice1390.com,+91-9143741483,4.0,24 Hours,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Bokaro Hotel 1391,Hotel,Bokaro,Harmu,"Harmu, Bokaro, Jharkhand",21.962028,86.765609,https://www.bokarohotel1391.com,+91-9145660707,4.2,7AM-9PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Clinic 1392,Clinic,Giridih,Station Road,"Station Road, Giridih, Jharkhand",22.952188,83.940517,https://www.giridihclinic1392.com,+91-9710975447,4.6,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Hazaribagh Supermarket 1393,Supermarket,Hazaribagh,Kokar,"Kokar, Hazaribagh, Jharkhand",24.821875,86.655301,https://www.hazaribaghsupermarket1393.com,+91-9647269515,3.9,24 Hours,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Giridih Clinic 1394,Clinic,Giridih,Main Road,"Main Road, Giridih, Jharkhand",23.239169,85.653032,https://www.giridihclinic1394.com,+91-9517085501,3.8,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Lohardaga ATM 1395,ATM,Lohardaga,Bus Stand,"Bus Stand, Lohardaga, Jharkhand",22.758081,85.665539,https://www.lohardagaatm1395.com,+91-9233840633,4.6,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Ramgarh Hospital 1396,Hospital,Ramgarh,Kokar,"Kokar, Ramgarh, Jharkhand",22.708809,83.712764,https://www.ramgarhhospital1396.com,+91-9297952816,4.7,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Clothing 1397,Clothing,Jamshedpur,Kokar,"Kokar, Jamshedpur, Jharkhand",22.166598,84.778875,https://www.jamshedpurclothing1397.com,+91-9334221394,3.9,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Ranchi Grocery Store 1398,Grocery Store,Ranchi,Bistupur,"Bistupur, Ranchi, Jharkhand",22.270861,84.025334,https://www.ranchigrocerystore1398.com,+91-9255030819,3.7,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Office 1399,Office,Simdega,Kanke,"Kanke, Simdega, Jharkhand",22.775194,85.852479,https://www.simdegaoffice1399.com,+91-9781881435,3.7,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Chaibasa Salon 1400,Salon,Chaibasa,Bistupur,"Bistupur, Chaibasa, Jharkhand",22.0968,83.21223,https://www.chaibasasalon1400.com,+91-9597767932,3.7,9AM-8PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
